Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
CM,10/13/2016,12:00 AM,DISREGARD ORDER OF A POLICE OFFICER,800 Block East 6th Street,,Y,APD,6086,Black,Male
CO,10/13/2016,5:16 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,7th Street,Red River Street,Y,APD,6802,White,Female
CO,10/13/2016,5:15 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,400 Block East 6th Street,,Y,APD,7765,White,Male
CM,10/13/2016,11:53 PM,PUBLIC INTOXICATION,323 East 6th Street,,N,APD,7207,Hispanic,Male
CM,10/14/2016,3:27 AM,FAILURE TO IDENTIFY - REFUSE,2522 Guadalupe Street,,Y,APD,8068,White,Male
CO,10/14/2016,2:12 PM,LITTERING,8500  RESEARCH BLVD SVRD NB,FAIRFIELD DR,Y,,6126,White,Female
CM,10/14/2016,12:00 AM,PUBLIC INTOXICATION,317 East 6th Street,,Y,APD,7625,White,Male
CO,10/14/2016,9:30 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,600 Block North Ih 35 Service Road,,Y,APD,6450,White,Male
CO,10/14/2016,4:24 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,1000 Block North Ih 35 Service Road,,N,APD,6802,White,Female
CM,10/14/2016,4:19 PM,Possession of Drug Paraphernalia,500 Block Trinity Street,,Y,APD,6367,White,Male
CO,10/14/2016,4:33 AM,HUMAN WASTE,1625 Nash Hernandez Road,,N,APD,6646,Black,Male
CM,10/14/2016,4:20 PM,Possession of Drug Paraphernalia,500 Block East 6th Street,,Y,APD,7765,White,Male
CO,10/14/2016,11:30 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,601 North Ih 35 Service Road,,Y,APD,7043,White,Male
CM,10/14/2016,3:27 AM,PUBLIC INTOXICATION,2522 Guadalupe Street,,Y,APD,8068,White,Male
CO,10/14/2016,4:20 PM,HUMAN WASTE,900 Block North Ih 35 Service Road,,Y,APD,7284,Black,Male
CO,10/14/2016,4:33 AM,PARK CURFEW VIOLATION,1625 Nash Hernandez Road,,N,APD,6646,Black,Male
CO,10/14/2016,2:08 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,8500  RESEARCH BLVD SVRD NB,FAIRFIELD DR,Y,,6126,White,Male
CM,10/14/2016,2:05 PM,PUBLIC INTOXICATION,300 Block East 6th Street,,Y,APD,7404,White,Male
CO,10/14/2016,10:06 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,7430,White,Female
CO,10/14/2016,4:24 PM,LITTERING,1000 Block North Ih 35 Service Road,,Y,APD,6802,White,Female
CO,10/14/2016,11:51 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,100 Block Ih 35 Service Road,,N,APD,4951,White,Male
CM,10/14/2016,12:00 AM,PUBLIC INTOXICATION,419 East 6th Street,,N,APD,7699,Hispanic,Male
CO,10/14/2016,2:12 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,8500  RESEARCH BLVD SVRD NB,FAIRFIELD DR,Y,,6126,White,Female
CM,10/14/2016,1:40 AM,PUBLIC INTOXICATION,218 East 6th Street,,N,APD,7601,White,Male
CO,10/14/2016,2:08 PM,LITTERING,8500  RESEARCH BLVD SVRD NB,FAIRFIELD DR,Y,,6126,White,Male
CO,10/15/2016,9:30 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East 6th Street,Red River Street,Y,APD,3462,White,Male
CM,10/15/2016,12:00 AM,PUBLIC INTOXICATION,505 East 6th Street,,Y,APD,6310,White,Male
CM,10/15/2016,12:00 AM,PUBLIC INTOXICATION,100 Block East 6th Street,,Y,APD,6096,White,Male
CO,10/15/2016,12:07 PM,AGGRESSIVE SOLICITATION,100 Block North Ih 35 Service Road,,Y,APD,7043,Black,Male
CO,10/15/2016,12:05 PM,AGGRESSIVE SOLICITATION,100 Block North Ih 35 Service Road,,Y,APD,7043,Black,Male
CM,10/15/2016,12:08 AM,PUBLIC INTOXICATION,300 Block Onion Street,,Y,APD,7435,White,Male
CO,10/15/2016,2:10 AM,CAMPING IN A PUBLIC PLACE,600 Block North Ih35 Service Road,,Y,APD,6801,Hispanic,Male
CM,10/15/2016,12:54 AM,PUBLIC INTOXICATION,800 Block East 7th Street,,Y,APD,6987,White,Male
CM,10/15/2016,12:00 AM,PUBLIC INTOXICATION,East 6th Street And Neches Street,,Y,APD,6155,White,Male
CO,10/15/2016,1:30 PM,OPEN GLASS CONTAINER,600 Block Neches Street,,Y,APD,6099,White,Male
CM,10/15/2016,1:53 AM,PUBLIC INTOXICATION,200 Block Guadalupe Street,,Y,APD,7346,White,Male
CO,10/15/2016,9:36 AM,AGGRESSIVE SOLICITATION,100 Block North Ih 35 Service Road,,Y,APD,7043,Black,Male
CM,10/15/2016,12:08 AM,PUBLIC INTOXICATION,300 Block Onion Street,,Y,APD,7699,White,Female
CM,10/15/2016,2:38 AM,PUBLIC INTOXICATION,East 7th Street And Trinity Street,,Y,APD,6294,Asian,Male
CM,10/15/2016,2:45 AM,PUBLIC INTOXICATION,900 Block East 9th Street,,Y,APD,7402,White,Male
CM,10/16/2016,3:50 PM,Possession of Drug Paraphernalia,400 Block West Cesar Chavez Street,,Y,APD,7043,No Data,Male
CO,10/16/2016,8:44 AM,CAMPING IN A PUBLIC PLACE,600 Block San Marcos Street,,Y,APD,7043,Black,Male
CO,10/16/2016,10:29 AM,AGGRESSIVE SOLICITATION,100 Block North Ih 35 Service Road,,Y,APD,7043,White,Male
CO,10/16/2016,9:11 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,700 Block East Cesar Chavez Street,,Y,APD,7043,White,Male
CM,10/16/2016,8:30 PM,DISORDERLY CONDUCT-ABUSIVE LANGUAGE,500 Block East 7th Street,,Y,APD,7430,White,Male
TR,10/16/2016,8:54 AM,PEDESTRIAN ON ROADWAY,East Ih 35 And Cesar Chavez Street,,Y,APD,4951,White,Male
CM,10/16/2016,1:45 AM,PUBLIC INTOXICATION,3rd Street And Colorado,,Y,APD,7764,White,Male
CO,10/16/2016,8:45 AM,CAMPING IN A PUBLIC PLACE,600 Block San Marcos Street,,Y,APD,6144,Hispanic,Male
CM,10/16/2016,8:15 AM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,7202,Black,Male
CO,10/16/2016,8:45 AM,CAMPING IN A PUBLIC PLACE,600 Block San Marcos Street,,Y,APD,6144,Black,Male
CM,10/16/2016,2:07 AM,PUBLIC INTOXICATION,7510  N MOPAC EXPWY SVRD SB,,Y,,7992,White,Female
CO,10/16/2016,8:54 AM,AGGRESSIVE SOLICITATION,East Ih 35 And Cesar Chavez Street,,Y,APD,4951,White,Male
CO,10/17/2016,6:58 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,409 East 5th Street,,Y,APD,6657,Hispanic,Male
CO,10/17/2016,8:55 AM,HUMAN WASTE,7th Street At Red River Street,,Y,APD,5907,Black,Male
CM,10/17/2016,9:21 PM,Possession of Drug Paraphernalia,1400 Block East 4th Street,,N,APD,6145,White,Female
CO,10/17/2016,5:05 PM,HUMAN WASTE,600 Block Neches Street,,Y,APD,6966,White,Male
CO,10/17/2016,5:13 PM,LITTERING,600 Block Neches Street,,Y,APD,6801,White,Male
CM,10/18/2016,4:31 PM,Possession of Drug Paraphernalia,300 Block East 6th Street,,Y,APD,6802,White,Male
CO,10/18/2016,3:50 PM,LITTERING,7oo Block Neches,,Y,APD,3454,Black,Male
CO,10/18/2016,10:20 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,200 Block East 6th Street,,N,APD,6971,White,Male
CM,10/18/2016,8:50 PM,Possession of Drug Paraphernalia,200 Block Trinity Street,,Y,APD,7284,White,Male
CM,10/18/2016,12:00 AM,PUBLIC INTOXICATION,304 East 7th Street,,Y,APD,6660,White,Male
CM,10/18/2016,12:09 AM,CRIMINAL MISCHIEF-DESTRUCTION OF PROP,301  E 6TH ST,,Y,,7869,White,Male
CO,10/18/2016,4:31 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,Y,APD,6802,White,Male
CO,10/18/2016,10:20 AM,OPEN GLASS CONTAINER,200 Block East 6th Street,,N,APD,6971,White,Male
CM,10/19/2016,4:50 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,7284,White,Male
CM,10/19/2016,4:50 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,N,APD,6802,Black,Male
CO,10/19/2016,9:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,7284,Hispanic,Male
CO,10/19/2016,9:40 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,6th Street And Rio Grande Street,,Y,APD,7284,White,Male
CO,10/19/2016,5:05 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,6802,Hispanic,Male
CM,10/19/2016,5:00 PM,MISDEMEANOR THEFT C - LESS THAN $100,525 North Lamar Boulevard,,N,APD,7446,White,Male
CM,10/19/2016,8:13 PM,Possession of Drug Paraphernalia,611 Sabine Street,,Y,APD,7772,Black,Male
CM,10/19/2016,12:19 PM,DISORDERLY CONDUCT - FIGHTING,700 Block Neches,,Y,APD,3968,Black,Female
CO,10/19/2016,3:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block East 7th Street,,Y,APD,7245,Black,Male
CO,10/19/2016,7:15 AM,AGGRESSIVE SOLICITATION,East 6th Street And North Ih 35 Service,,Y,APD,6159,White,Female
CM,10/19/2016,5:12 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,7284,Hispanic,Male
TR,10/19/2016,9:10 AM,PEDESTRIAN ON ROADWAY,700 Block Congress Avenue,,Y,APD,3968,White,Female
CO,10/19/2016,4:50 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,N,APD,6802,Black,Male
CM,10/19/2016,5:05 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,6802,Hispanic,Male
CM,10/19/2016,11:00 AM,PUBLIC INTOXICATION,2602 Guadalupe Street,,Y,APD,7600,White,Male
CO,10/19/2016,12:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block East 7th Street,,N,APD,7765,White,Male
CO,10/19/2016,12:15 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,200 Block East 2nd Street,,N,APD,6971,Black,Male
CM,10/19/2016,12:30 PM,DISORDERLY CONDUCT - FIGHTING,700 Block Neches Street,,Y,APD,3968,Black,Female
CO,10/19/2016,2:30 PM,HUMAN WASTE,515 Congress Avenue,,Y,APD,7764,White,Female
CO,10/19/2016,4:50 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,7284,White,Male
CO,10/20/2016,4:39 PM,OPEN GLASS CONTAINER,700 Block Ih 35 Service Road,,N,APD,3540,Hispanic,Male
CM,10/20/2016,4:00 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,N,APD,7284,Black,Male
CO,10/20/2016,8:30 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,600 Block East 8th Street,,Y,APD,4973,Black,Male
CO,10/20/2016,7:50 AM,CAMPING IN A PUBLIC PLACE,100 Block West 2nd Street,,Y,APD,4973,White,Male
CO,10/20/2016,4:39 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block North Ih 35 Service Road,,Y,APD,7765,White,Male
TR,10/20/2016,3:00 PM,PEDESTRIAN CROSSING MIDBLOCK,600 Block North Ih 35 Service Road,,Y,APD,7284,Black,Male
CM,10/20/2016,1:40 AM,PUBLIC INTOXICATION,6th Street And Brazos,,Y,APD,6987,White,Male
CO,10/20/2016,10:15 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,200 Block Chalmers Street,,Y,APD,6627,White,Male
CM,10/20/2016,3:50 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,7284,Hispanic,Male
CM,10/20/2016,1:47 PM,Possession of Drug Paraphernalia,700 Block Red River Street,,Y,APD,4560,Black,Male
CO,10/20/2016,3:08 PM,SMOKING ORD - WITH IN 15 FT OF PUB ENTRANCE,807 Congress Avenue,,Y,APD,6155,White,Male
CM,10/20/2016,1:00 AM,DISREGARD ORDER OF A POLICE OFFICER,5th Street And Brazos,,Y,APD,5159,White,Male
CM,10/20/2016,2:59 PM,Possession of Drug Paraphernalia,600 Block North Ih 35 Service Road,,Y,APD,6802,White,Male
CM,10/20/2016,11:35 PM,DISORDERLY CONDUCT - FIGHTING,500 Block Trinity Street,,Y,APD,7245,Hispanic,Male
CO,10/20/2016,6:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,200 Block East 6th Street,,Y,APD,5177,White,Female
CO,10/20/2016,9:19 AM,CAMPING IN A PUBLIC PLACE,452 West 2nd Street,,N,APD,4973,White,Male
CO,10/20/2016,8:33 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,7th Street And North Ih 35 Service Road,,Y,APD,7567,White,Male
CO,10/20/2016,4:39 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block Ih 35 Service Road,,N,APD,3540,Hispanic,Male
TR,10/20/2016,4:30 PM,PEDESTRIAN ON ROADWAY,North Ih 35 Service Road And East 6th St,,Y,APD,7245,Hispanic,Male
CO,10/20/2016,2:59 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block North Ih 35 Service Road,,Y,APD,6802,White,Male
CM,10/20/2016,12:30 AM,PUBLIC INTOXICATION,100 Block East 4th Street,,Y,APD,5159,White,Male
CM,10/20/2016,2:41 AM,PUBLIC INTOXICATION,East 5th Street And San Jacinto Street,,Y,APD,7597,White,Male
TR,10/21/2016,2:05 PM,PEDESTRIAN CROSSING MIDBLOCK,500 Block East 7th Street,,N,APD,6159,Black,Male
CO,10/21/2016,4:15 AM,PARK CURFEW VIOLATION,6th Street And Sabine,,Y,APD,6643,Black,Male
CO,10/21/2016,10:15 AM,SMOKING ORD - WITH IN 15 FT OF PUB ENTRANCE,307 East 6th Street,,Y,APD,5907,Black,Male
CO,10/21/2016,7:53 AM,CAMPING IN A PUBLIC PLACE,1305 Trinity Street,,N,APD,6646,White,Female
CO,10/21/2016,4:50 AM,PARK CURFEW VIOLATION,200 Block North Ih35 Service Road,,Y,APD,6151,White,Male
CO,10/21/2016,11:00 AM,"Possess, Consume, Sell Alcohol in Prohibited Park Area",1100 Block Red River Street,,Y,APD,5944,White,Male
CO,10/21/2016,4:30 AM,PARK CURFEW VIOLATION,300 Block Comal Street,,Y,APD,6151,Black,Male
CO,10/21/2016,4:15 AM,PARK CURFEW VIOLATION,6th Street And Sabine,,Y,APD,6643,Black,Female
CO,10/21/2016,11:00 AM,"Possess, Consume, Sell Alcohol in Prohibited Park Area",1100 Block Red River Street,,N,APD,5944,Black,Male
CO,10/21/2016,11:15 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,1200 Block Red River Street,,Y,APD,5944,White,Female
CO,10/21/2016,7:53 AM,"Possess, Consume, Sell Alcohol in Prohibited Park Area",1305 Trinity Street,,N,APD,6646,White,Female
CO,10/21/2016,4:50 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,200 Block North Ih35 Service Road,,Y,APD,6151,White,Male
CO,10/21/2016,7:50 AM,CAMPING IN A PUBLIC PLACE,1305 Trinity,,Y,APD,6643,Black,Male
CO,10/21/2016,10:33 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,500 Block North Ih35 Service Road,,Y,APD,4951,Hispanic,Male
CM,10/21/2016,3:54 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,Y,APD,7284,White,Male
CO,10/21/2016,9:19 AM,AGGRESSIVE SOLICITATION,300 Block Congress Avenue,,Y,APD,5620,White,Male
CO,10/21/2016,2:45 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East 7th Street At North Ih35,,Y,APD,7772,Black,Male
CO,10/21/2016,1:44 PM,SMOKING ORD - WITH IN 15 FT OF PUB ENTRANCE,East 5th Street At Congress Avenue,,Y,APD,6155,Hispanic,Male
CO,10/21/2016,4:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block Comal Street,,Y,APD,6151,Black,Male
CO,10/21/2016,12:30 PM,AGGRESSIVE SOLICITATION,East 6th Street And Trinity,,Y,APD,6155,White,Male
CO,10/21/2016,10:37 AM,CAMPING IN A PUBLIC PLACE,800 Block East Cesar Chavez Street,,N,APD,7043,Black,Male
CM,10/21/2016,1:20 AM,DISORDERLY CONDUCT-ABUSIVE LANGUAGE,600 Block Trinity Street,,Y,APD,7601,White,Male
CO,10/21/2016,11:20 AM,CAMPING IN A PUBLIC PLACE,1200 Block Red River Street,,Y,APD,5944,Black,Male
CO,10/21/2016,4:16 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Sabine Street,,N,APD,6646,Black,Male
CO,10/21/2016,11:05 AM,"Possess, Consume, Sell Alcohol in Prohibited Park Area",1100 Block Red River Street,,Y,APD,6128,Black,Male
CM,10/22/2016,12:00 AM,PUBLIC INTOXICATION,710 West 6th Street,,Y,APD,7601,White,Male
CO,10/22/2016,11:19 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,4951,Hispanic,Male
CO,10/22/2016,9:40 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,200 Block Red River Street,,Y,APD,6127,Black,Male
CM,10/22/2016,12:00 AM,PUBLIC INTOXICATION,East 8th Street And San Jacinto Boulevar,,Y,APD,7451,White,Female
CO,10/22/2016,11:40 PM,CAMPING IN A PUBLIC PLACE,300 Block Onion,,Y,APD,6966,Hispanic,Male
CO,10/22/2016,8:54 AM,AGGRESSIVE SOLICITATION,100 Block North Ih35 West Frontage,,Y,APD,4951,White,Female
CM,10/22/2016,12:00 AM,PUBLIC INTOXICATION,300 Block West 3rd Street,,Y,APD,7804,Hispanic,Male
CM,10/22/2016,6:30 PM,PUBLIC INTOXICATION,500 Block East 7th Street,,Y,APD,7567,White,Male
CM,10/22/2016,12:00 AM,DISREGARD ORDER OF A POLICE OFFICER,400 Block East 6th Street,,N,APD,7608,White,Male
CM,10/22/2016,12:00 AM,PUBLIC INTOXICATION,East 8th Street At San Jacinto,,Y,APD,7451,White,Female
CO,10/22/2016,9:35 PM,AGGRESSIVE SOLICITATION,400 Block East 6th Street,,N,APD,3454,Black,Male
CO,10/22/2016,7:25 AM,CAMPING IN A PUBLIC PLACE,600 Block Sabine Street,,Y,APD,6632,Black,Female
CM,10/22/2016,1:20 AM,PUBLIC INTOXICATION,600 Block East 6th Street,,Y,APD,5927,Black,Female
CM,10/22/2016,12:00 AM,PUBLIC INTOXICATION,5th Street And Congress Avenue,,N,APD,6303,Black,Male
CM,10/23/2016,11:16 PM,PUBLIC INTOXICATION,600 Block West 6th Street,,Y,APD,7759,White,Female
CO,10/23/2016,7:10 PM,AGGRESSIVE SOLICITATION,7th Street At North Ih35,,Y,APD,3454,White,Male
CM,10/26/2016,12:00 AM,PUBLIC INTOXICATION,500 Block East 7th Street,,Y,APD,5159,White,Male
CO,10/23/2016,7:10 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,7th Street At North Ih35,,Y,APD,3454,White,Male
CM,10/23/2016,12:00 AM,PUBLIC INTOXICATION,120 West 5th Street,,Y,APD,6450,Black,Male
CO,10/24/2016,9:02 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street At Brazos,,Y,APD,3454,White,Male
CO,10/24/2016,9:00 PM,AGGRESSIVE SOLICITATION,6th Street And Brazos,,Y,APD,3454,Hispanic,Male
CO,10/24/2016,12:43 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Sabine Street,,N,APD,6151,Black,Male
CO,10/24/2016,7:33 AM,CAMPING IN A PUBLIC PLACE,600 Block Brushy Street,,Y,APD,6144,White,Male
CO,10/24/2016,8:56 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street And San Jacinto Boulevard,,Y,APD,3454,White,Male
CO,10/25/2016,3:45 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,6802,Black,Male
CO,10/25/2016,6:10 PM,AGGRESSIVE SOLICITATION,6th Street At Congress Avenue,,Y,APD,3454,White,Female
CO,10/25/2016,6:05 PM,AGGRESSIVE SOLICITATION,6th Street At Brazos Street,,Y,APD,3454,White,Female
CM,10/25/2016,3:45 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,6802,Black,Male
CO,10/25/2016,4:59 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,Y,APD,5351,White,Male
CM,10/25/2016,12:00 AM,Possession of Drug Paraphernalia,504 West 24th Street,,Y,APD,6987,Black,Male
CM,10/25/2016,3:20 PM,Possession of Drug Paraphernalia,400 Block East 6th Street,,Y,APD,7284,White,Male
CO,10/25/2016,3:20 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,400 Block East 6th Street,,Y,APD,7284,White,Male
CO,10/25/2016,3:45 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,7284,Black,Male
CM,10/25/2016,5:40 PM,Possession of Drug Paraphernalia,600 Block Sabine,,N,APD,5617,Hispanic,Female
CO,10/25/2016,3:10 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block Congress Avenue,,Y,APD,7042,White,Male
CO,10/25/2016,1:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,100 Block East 6th Street,,Y,APD,3454,White,Male
CO,10/25/2016,6:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street At Brazos Street,,N,APD,3454,White,Male
CO,10/25/2016,7:50 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,700 Block Red River Street,,Y,APD,7408,Black,Male
CO,10/25/2016,6:20 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street At Brazos Street,,Y,APD,3454,White,Female
CM,10/25/2016,3:45 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,7284,Black,Male
CM,10/25/2016,3:18 PM,Possession of Drug Paraphernalia,400 Block East 6th Street,,Y,APD,6802,Hispanic,Male
CO,10/25/2016,4:03 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block Congress Avenue,,Y,APD,3454,White,Male
CO,10/25/2016,3:00 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,200 Block East 2nd Street,,Y,APD,5617,White,Male
CM,10/25/2016,2:08 AM,PUBLIC INTOXICATION,403 East 6th Street,,Y,APD,6987,White,Male
CM,10/25/2016,4:05 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,7284,Hispanic,Male
CO,10/25/2016,11:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,315 East 6th Street,,Y,APD,5617,White,Male
CO,10/25/2016,3:18 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,400 Block East 6th Street,,Y,APD,6802,Hispanic,Male
CO,10/25/2016,6:20 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,200 Block East 6th Street,,Y,APD,7042,White,Male
CO,10/25/2016,7:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,900 Block Guadalupe Street,,N,APD,5178,White,Female
CM,10/26/2016,12:00 AM,PUBLIC INTOXICATION,500 Block Trinity,,N,APD,7625,Hispanic,Male
CM,10/26/2016,12:00 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,Y,APD,6987,Black,Male
CM,10/26/2016,12:00 AM,MISDEMEANOR THEFT C - LESS THAN $100,525 North Lamar Boulevard,,Y,APD,7446,White,Male
CO,10/26/2016,10:30 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block Brazos Street,,Y,APD,5351,Hispanic,Male
CM,10/26/2016,9:10 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,Y,APD,7445,Hispanic,Male
CO,10/26/2016,8:51 PM,MANIFESTING - DRUGS,700 Block Neches Street,,Y,APD,7445,Black,Female
CM,10/26/2016,10:25 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block Trinity Street,,Y,APD,7284,White,Male
CM,10/26/2016,11:40 AM,Possession of Drug Paraphernalia,715 Red River Street,,Y,APD,6159,Black,Male
CM,10/26/2016,2:22 AM,PUBLIC INTOXICATION,314 East 6th Street,,Y,APD,7597,White,Male
CM,10/26/2016,10:25 PM,Possession of Drug Paraphernalia,700 Block Trinity Street,,Y,APD,7284,White,Male
CM,10/26/2016,10:30 PM,Possession of Drug Paraphernalia,600 Block Brazos Street,,Y,APD,5617,White,Male
CO,10/26/2016,1:50 PM,AGGRESSIVE SOLICITATION,500 Block Neches Street,,N,APD,7042,Black,Male
CO,10/26/2016,6:27 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block East 7th Street,,Y,APD,5351,White,Female
CO,10/27/2016,2:20 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,100 Block North Ih 35 Service Road,,Y,APD,6159,Black,Male
CM,10/27/2016,12:00 AM,PUBLIC INTOXICATION,401 East 6th Street,,Y,APD,7445,No Data,No Data
CM,10/27/2016,11:45 PM,MISREPRESENTATION OF AGE BY MINOR,400 Block East 6th Street,,Y,APD,6801,White,Female
CO,10/27/2016,7:35 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,Y,APD,5351,White,Male
CO,10/27/2016,12:00 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,600 Block North Ih35 Service Road,,Y,APD,7567,White,Male
CM,10/27/2016,8:45 PM,Possession of Drug Paraphernalia,400 Block East 6th Street,,Y,APD,7765,Black,Male
CM,10/27/2016,3:31 PM,"Possess, Consume, Sell Alcohol in Prohibited Park Area",500 Block East 6th Street,,Y,APD,6802,Hispanic,Male
CO,10/27/2016,7:15 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,100 Block Chalmers Avenue,,Y,APD,6145,White,Female
CO,10/27/2016,3:31 PM,HUMAN WASTE,500 Block East 6th Street,,Y,APD,6802,Hispanic,Male
CM,10/27/2016,9:46 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,200 Block East 2nd Street,,N,APD,6971,Black,Male
CM,10/27/2016,10:06 PM,PUBLIC INTOXICATION,407 Colorado Street,,N,APD,7400,Black,Male
CO,10/27/2016,10:40 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,500 Block East 7th Street,,Y,APD,6155,White,Female
CM,10/28/2016,1:34 AM,MISREPRESENTATION OF AGE BY MINOR,400 Block East 6th Street,,N,APD,6801,White,Female
