Agency,Offense Description, OFFENSE CODE,YEAR,MONTH,Offense Date,WARRANT ISSUED
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/9/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,April,4/11/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/12/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/12/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/12/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,April,4/13/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/13/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/14/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/14/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/14/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/14/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,April,4/14/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/15/16,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2016,April,4/15/16,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2016,April,4/15/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,April,4/16/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/16/16,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2016,April,4/18/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/19/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/19/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/19/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/19/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/19/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/19/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/20/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/20/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/21/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/21/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/22/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/24/16,YES
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2016,April,4/24/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/25/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,April,4/26/16,NO
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2016,April,4/28/16,YES
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2016,April,4/28/16,YES
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2016,April,4/28/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/28/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,April,4/29/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,April,4/29/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,April,4/29/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/30/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,April,4/30/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/2/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/3/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/3/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/3/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/6/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/6/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/6/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/6/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/6/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/6/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/6/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/10/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/10/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/10/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/10/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/11/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/11/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/12/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/13/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/13/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/13/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/13/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/13/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/15/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/16/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/17/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/17/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/18/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/18/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/18/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/20/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/23/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/23/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/23/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/23/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/23/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/23/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/24/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/24/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/25/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/25/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/25/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/25/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/25/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/25/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/26/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/26/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/29/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/29/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/29/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/30/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/31/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,May,5/31/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/31/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/31/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/31/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,May,5/31/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/1/16,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2016,June,6/1/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/1/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/1/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/1/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/1/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/1/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/2/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/2/16,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2016,June,6/2/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/2/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/4/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/5/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/5/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/5/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/5/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/5/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/5/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/6/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/8/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/8/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/8/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/8/16,YES
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2016,June,6/8/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/9/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/9/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/9/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/9/16,YES
AMC  ,SOLICITATION FROM STREET/SIDEWALK                   ,62724,2016,June,6/10/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/10/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/10/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/10/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/11/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/11/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/12/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/13/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/13/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/13/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/14/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/14/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/14/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/14/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/14/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/15/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/15/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/15/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/16/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/17/16,YES
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2016,June,6/17/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/21/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/22/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/22/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/22/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/24/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/24/16,YES
AMC  ,SOLICITATION FROM STREET/SIDEWALK                   ,62724,2016,June,6/24/16,NO
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2016,June,6/24/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/27/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/27/16,NO
AMC  ,SOLICITATION FROM STREET/SIDEWALK                   ,62724,2016,June,6/28/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/29/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/29/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/29/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/29/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/29/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/29/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/29/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/29/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/30/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,June,6/30/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/30/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/30/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,June,6/30/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/1/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/1/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/2/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/3/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/3/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/3/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/3/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/3/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/3/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/3/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/3/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/3/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/4/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/4/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/5/16,YES
AMC  ,SOLICITATION FROM STREET/SIDEWALK                   ,62724,2016,July,7/7/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/7/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/7/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/7/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/8/16,YES
AMC  ,SOLICITATION FROM STREET/SIDEWALK                   ,62724,2016,July,7/8/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/8/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/8/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/9/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/9/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/9/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/10/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/10/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/10/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/10/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/10/16,YES
AMC  ,SOLICITATION FROM STREET/SIDEWALK                   ,62724,2016,July,7/11/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/11/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/12/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/13/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/14/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/15/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/15/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/15/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/15/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/15/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/15/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/15/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/15/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/15/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/16/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/17/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/17/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/19/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/19/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/19/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/21/16,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2016,July,7/21/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/22/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/23/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/23/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/23/16,NO
AMC  ,SOLICITATION FROM STREET/SIDEWALK                   ,62724,2016,July,7/24/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/24/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/25/16,YES
AMC  ,SOLICITATION FROM STREET/SIDEWALK                   ,62724,2016,July,7/25/16,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2016,July,7/25/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/26/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/26/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/26/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/26/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/26/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/26/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/26/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/27/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/27/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/27/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/27/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/29/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/29/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,July,7/29/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,July,7/31/16,YES
