Agency,Offense Description, OFFENSE CODE,YEAR,MONTH,Offense Date,WARRANT ISSUED
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/2/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/2/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/3/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/3/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/3/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/3/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/3/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/5/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/5/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/5/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/5/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/5/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/5/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/5/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/5/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/5/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/5/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/5/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/5/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/6/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/6/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/7/16,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/7/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/7/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/7/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/7/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/7/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/7/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/7/16,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/8/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/9/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/9/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/10/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/13/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/13/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/14/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/14/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/15/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/15/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/15/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/15/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/15/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/15/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/15/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/15/16,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/15/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/15/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/15/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/15/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/16/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/17/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/19/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/19/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/21/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/21/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/21/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/21/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/22/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/27/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/28/16,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/28/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/28/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/28/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/28/16,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/28/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/28/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/28/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/28/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/28/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/28/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/28/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/28/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/28/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/28/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/28/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/28/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/28/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/28/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/28/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/28/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/29/16,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/29/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/29/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/29/16,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/29/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/29/16,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/29/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/29/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/29/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/29/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/29/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/29/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/29/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/29/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/29/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/29/16,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/29/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/29/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/29/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/29/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/29/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/29/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/29/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/29/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/29/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/29/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/29/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/29/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/29/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/29/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/30/16,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2016,December,12/30/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/30/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2016,December,12/31/16,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2016,December,12/31/16,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/2/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/2/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/2/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/2/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/3/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/3/17,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/3/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/3/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/3/17,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/3/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/3/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/3/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/3/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/3/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/3/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/4/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/4/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/4/17,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/4/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/4/17,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/4/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/4/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/5/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/5/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/5/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/5/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/5/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/5/17,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/5/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/5/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/7/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/8/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/9/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/9/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/10/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/10/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/10/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/10/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/10/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/10/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/11/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/11/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/11/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/11/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/11/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/11/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/11/17,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/11/17,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/11/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/11/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/11/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/11/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/11/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/11/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/11/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/11/17,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/12/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/12/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/12/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/12/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/12/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/12/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/12/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/12/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/12/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/12/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/12/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/13/17,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/13/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/13/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/13/17,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/13/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/13/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/16/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/17/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/17/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/17/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/18/17,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/18/17,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/19/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/19/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/19/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/19/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/19/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/19/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/19/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/19/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/19/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/19/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/19/17,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/23/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/23/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/23/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/23/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/23/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/23/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/23/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/23/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/23/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/23/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/23/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/23/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/23/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/23/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/24/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/24/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/24/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/25/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/25/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/25/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/25/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/25/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/25/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/26/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/27/17,NO
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/27/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/27/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/27/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/27/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/28/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/28/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/28/17,YES
DACC ,AGGRESSIVE SOLICITATION                                                         ,62220,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,NO
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/29/17,NO
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/30/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/30/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/31/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/31/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/31/17,YES
DACC ,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors                 ,62611,2017,January,1/31/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/31/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/31/17,YES
DACC ,CAMPING IN A PUBLIC PLACE                                                       ,62615,2017,January,1/31/17,YES
