google_search,lon,lat
"S IH 35 SB SVRD and WOODWARD ST Austin, TX",-97.7458692,30.2230985
"500 BLOCK ROBERT E LEE ROAD Austin, TX",-97.7430608,30.267153
"1400 BLOCK BEN WHITE BOULEVARD Austin, TX",-97.7811814,30.2286583
"CAMERON ROAD AT and EAST U S HWY 290 SERVICE ROAD Austin, TX",-97.685021,30.3337396
"KOENIG LANE and AIRPORT BOULEVARD Austin, TX",-97.713039,30.3209309
"CAMERON ROAD AT and U S HIGHWAY 290 Austin, TX",-97.685021,30.3337396
"2608 GONZALES Austin, TX",-97.7115882,30.2616458
"NORTH IH 35 SERVICE ROAD and EAST SAINT JOHNS AVENUE Austin, TX",-97.7048525,30.3278815
"SOUTH IH 35 W and STASSNEY LANE Austin, TX",-97.7645081,30.198637
"SOUTH IH 35 EF and SLAUGHTER Austin, TX",-97.793543,30.1565504
"9000 BLOCK RESEARCH BOULEVARD Austin, TX",-97.7270288,30.3730736
"CAMERON ROAD and U S HIGHWAY 183 Austin, TX",-97.685021,30.3337396
"SOUTH I H 35 SERVICE ROAD and WEST WILLIAM CANNON Austin, TX",-97.768718,30.188724
"SOUTH  I H 35 SERVICE ROAD and WEST WILLIAM CANNON Austin, TX",-97.768718,30.188724
"SOUTHH I H 35 SERVICE ROAD and WEST CANNON Austin, TX",-97.768718,30.188724
"5200 BLOCK SOUTH MOPAC EXPRESSWAY and SERVICE ROAD Austin, TX",-97.8882814,30.173391
"SOUTH I H 35 SERVICE ROAD and STASSNEY LANE Austin, TX",-97.754334,30.210632
"SOUTH IH 35 SERVICE ROAD and WEST WILLIAM CANNON DRIVE Austin, TX",-97.768718,30.188724
"2600 BLOCK GONZALES STREET Austin, TX",-97.7126931,30.2615849
"1700 BLOCK TOOMEY Austin, TX",-97.7618531,30.2649705
"1700 TOOMEY ROAD Austin, TX",-97.7618531,30.2649705
"2200 BLOCK BEN WHITE and VICTORY Austin, TX",-97.7915191,30.2319729
"2200 BLOCK BEN WHITE BOULEVARD Austin, TX",-97.7410293,30.2165247
"EAST 51ST STREET AT and NORTH IH 35 SERVICE ROAD Austin, TX",-97.7144209,30.3045902
"2201 BARTON SPRINGS ROAD Austin, TX",-97.7713831,30.2639749
"2201 BARTON SPRINGS BOULEVARD Austin, TX",-97.7713831,30.2639749
"1100 BLOCK S IH 35 Austin, TX",-97.7360475,30.2471448
"1100 SOUTH IH 35 SERVICE ROAD and RIVERSIDE DRIVE Austin, TX",-97.467116,31.0473661
"1000 BLOCK SOUTH IH 35 Austin, TX",-97.7336502,30.2696694
"1200  BLOCK EAST 6TH Austin, TX",-97.7302766,30.2645069
"1700 BLOCK SOUTH IH 35 SERVICE ROAD and WOODLAND AVENUE Austin, TX",-97.5303703,30.9623833
"BURNET ROAD AT and RESEARCH BOULEVARD SERVICE ROAD Austin, TX",-97.7264367,30.3753847
"BURNET ROAD AT and RESEARCH BOULEVARD Austin, TX",-97.72617,30.3734711
"74 TRINITY STREET Austin, TX",-97.7417628,30.2605631
"74 TRINITY Austin, TX",-97.7417628,30.2605631
"401 GUADALUPE Austin, TX",-97.7465925,30.2674818
"2200 BLOCK BARTON SPRINGS ROAD Austin, TX",-97.77154,30.2686236
"1100 EAST RIVERSIDE DRIVE Austin, TX",-97.7366448,30.2485719
"900 BLOCK CONGRESS AVENUE Austin, TX",-97.742222,30.2712128
"CAMERON ROAD and EAST US HIGHWAY 290 SERVICE ROAD Austin, TX",-97.6905642,30.3288816
"1100 BLOCK EDGECLIFF TERRACE Austin, TX",-97.7372577,30.2496183
"10 BLOCK SOUTH I H 35 SERVICE ROAD Austin, TX",-97.5394064,30.9474082
"501 EAST 7TH STREET Austin, TX",-97.7377173,30.2675583
"1100 BLOCK WEST RIVERSIDE Austin, TX",-97.756042,30.2642437
"1100 BLOCK E RIVERSIDE Austin, TX",-97.7366448,30.2485719
"500 BLOCK BAYLOR Austin, TX",-97.7559045,30.2711307
"300 BLOCK WEST WILLIAM CANNON DRIVE Austin, TX",-97.7824862,30.1947073
"400 BLOCK EAST BEN WHITE BOULEVARD Austin, TX",-97.7590395,30.2212431
"400 BLOCK EAST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7590395,30.2212431
"1111 MEARNS MEADOW BLVD Austin, TX",-97.7007236,30.3696649
"1111 MEARNS MEADOW BOULEVARD Austin, TX",-97.7007236,30.3696649
"1900 E WILLIAM CANNON DR Austin, TX",-97.76614,30.1887396
"2300 BLOCK COLOMBUS DRIVE Austin, TX",-97.7766451,30.2651324
"2300 COLUMBUS DRIVE Austin, TX",-97.7766451,30.2651324
"1100 BLOCK WEST CESAR CHAVEZ STREET Austin, TX",-97.756992,30.2689942
"SLAUGHTER LANE and MANCHACA ROAD Austin, TX",-97.8239154,30.1736414
"SLAUGHTER LANE AT and MANCHACA ROAD Austin, TX",-97.8239154,30.1736414
"3200 BLOCK SILK OAK DRIVE Austin, TX",-97.839455,30.187057
"3203  SILK OAK DRIVE Austin, TX",-97.8411903,30.1868245
"600 BLOCK EAST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.756316,30.219733
"4300 BLOCK SOUTH 1ST STREET Austin, TX",-97.772082,30.222945
"4300 S 1ST ST Austin, TX",-97.772082,30.222945
"US HIGHWAY 183 SERVICE ROAD AND and IH 35 SERVICE ROAD Austin, TX",-97.6996422,30.3369319
"430 S 1ST ST Austin, TX",-97.7496982,30.2590825
"2608 GONZALEZ STREET Austin, TX",-97.7115882,30.2616458
"409 EAST 5TH STREET Austin, TX",-97.7391251,30.2656768
"N MOPAC EXPY SB SVRD and ATLANTA ST Austin, TX",-97.7809193,30.2646319
"200 BLOCK I H 35 Austin, TX",-97.0973542,32.0092424
"SOUTH IH 35 SERVICE ROAD AT and WILLIAM CANNON DRIVE Austin, TX",-97.768718,30.188724
"600 E BEN WHITE BLVD SVRD WB Austin, TX",-97.756316,30.219733
"S IH 35 EF and SLAUGHTER Austin, TX",-97.793543,30.1565504
"9900 BLOCK SOUTH IH 35 SERVICE ROAD Austin, TX",-97.6218852,30.7853216
"9900 S IH 35 EXPY Austin, TX",-97.7929129,30.1562153
"6TH STREET and TRINITY Austin, TX",-97.739335,30.267068
"200 S LAMAR BLVD Austin, TX",-97.7585371,30.2649413
"WILLIAM CANNON DRIVE AT and SOUTH 1ST STREET Austin, TX",-97.7877664,30.1971751
"BERKMAN DRIVE and US HIGHWAY 290 SERVICE ROAD Austin, TX",-97.695042,30.3099719
"516 W OLTORF ST Austin, TX",-97.7589234,30.242207
"US HIGHWAY 290 SERVICE ROAD and SOUTH MOPAC EXPRESSWAY SERVICE ROAD Austin, TX",-97.82379,30.2338521
"2606 GONZALES STREET Austin, TX",-97.7126577,30.2615703
"3755 B CAPITAL OF TEXAS Austin, TX",-97.805358,30.3351046
"6100 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.5906901,30.8529411
"4300 BLOCK SPICEWOOD SPRINGS ROAD Austin, TX",-97.7571483,30.3715638
"4200 BLOCK SPICEWOOD SPRINGS ROAD Austin, TX",-97.7559949,30.371493
"2300 BLOCK WEST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7914251,30.2334001
"3701 WOODBURY DRIVE Austin, TX",-97.7591569,30.2245652
"710 EAST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7540152,30.2210546
"710 E BEN WHITE BLVD SVD WB Austin, TX",-97.7540152,30.2210546
"1900 W BEN WHITE BLVD Austin, TX",-97.7867185,30.2296824
"3900 BLOCK SOUTH IH 35 Austin, TX",-97.719495,30.2959588
"IH 35 SERVICE ROAD AT and BEN WHITE BOULEVARD SERVICE ROAD Austin, TX",-97.7554786,30.2120556
"900 BLOCK EAST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7535196,30.2177906
"12940 NORTH US HIGHWAY 183 and SERVICE ROAD Austin, TX",-97.775559,30.435915
"3755 SOUTH CAPITAL OF TEXAS HIGHWAY Austin, TX",-97.8000041,30.2431916
"800 BLOCK CONGRESS AVE Austin, TX",-97.7422188,30.2702192
"BRODIE LANE AT and WEST WILLIAM CANNON DRIVE Austin, TX",-97.8303742,30.2138873
"3900 BLOCK SOUTH LAMAR BOULEVARD Austin, TX",-97.7919132,30.2368648
"RESEARCH BOULEVARD AT and BURNET ROAD Austin, TX",-97.72617,30.3734711
"RESEARCH BOULEVARD SERVICE ROAD and BURNET ROAD Austin, TX",-97.7389791,30.3422568
"500 BLOCK WEST LIVE OAK STREET Austin, TX",-97.7566804,30.2439345
"5900 BLOCK SOUTH CONGRESS AVENUE Austin, TX",-97.7763967,30.2023064
"3700 BLOCK WOODBURY DRIVE Austin, TX",-97.7594564,30.2257697
"3701 WOODBURY DR Austin, TX",-97.7591569,30.2245652
"SOUTH PLEASANT VALLEY and EAST RIVERSIDE DRIVE Austin, TX",-97.7228689,30.234143
"800 BLOCK CONGRESS AVENUE Austin, TX",-97.7422188,30.2702192
"400 E ALPINE RD Austin, TX",-97.7580359,30.2249813
"100 E BEN WHITE BLVD SVRD WB Austin, TX",-97.7631793,30.2231542
"SOUTH  I H 35 and SLAUGHTER Austin, TX",-97.7869383,30.1669935
"NORTH LAKE CREEK PARKWAY and FM 620 Austin, TX",-97.8160657,30.4621471
"IH 35 SERVICE ROAD and 200 BLOCK CESAR CHAVEZ ST Austin, TX",-97.7424341,30.2630937
"8000 BLOCK SOUTH I H 35 Austin, TX",-97.6995157,30.3414646
"8000 BLOCK SOUTH IH 35 Austin, TX",-97.6995157,30.3414646
"8000 BLOCK SOUTH  I H 35 Austin, TX",-97.6995157,30.3414646
"9000 BLOCK SOUTH IH 35 SERVICE ROAD Austin, TX",-97.5116408,30.9788908
"710 EAST BEN WHITE BLVD SERVICE ROAD Austin, TX",-97.7540152,30.2210546
"SOUTH IH 35 WEST FRONTAGE and WILLIAM CANNON Austin, TX",-97.768718,30.188724
"400 BLOCK EAST ALPINE ROAD Austin, TX",-97.7580359,30.2249813
"SOUTH I H 35 SERVICE ROAD and WILLIAM CANNON Austin, TX",-97.768718,30.188724
"4970 SOUTH MOPAC EXPRESSWAY SERVICE ROAD Austin, TX",-97.8882814,30.173391
"4970 SOUTH MOPAC EXPRESSWAY Austin, TX",-97.8882814,30.173391
"4970  SOUTH MOPAC Austin, TX",-97.8882814,30.173391
"4200 BLOCK CAPITAL OF TEXAS HIGHWAY Austin, TX",-97.8034625,30.3398874
"WEST U S HIGHWAY 290 and WEST WILLIAM CANNON DRIVE Austin, TX",-97.8648384,30.2338317
"600 BLOCK NORTH I H 35 SERVICE ROAD Austin, TX",-97.7146281,30.3033553
"500 E 7TH ST Austin, TX",-97.7375115,30.2678638
"1400 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.732705,30.2737324
"1600 BLOCK EAST WILLIAM CANNON DRIVE Austin, TX",-97.770082,30.1902903
"4600 BLOCK BURLESON ROAD Austin, TX",-97.7313392,30.2134364
"2372 STRATFORD DRIVE Austin, TX",-97.7729411,30.2719839
"507 BAYLOR STREET Austin, TX",-97.7554852,30.2712291
"500 BLOCK BAYLOR STREET Austin, TX",-97.7559045,30.2711307
"2200 W BEN WHITE BLVD Austin, TX",-97.7915191,30.2319729
"100 BLOCK WEST BEN WHITE SERVICE ROAD Austin, TX",-97.763915,30.2236304
"100 EAST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.689926,30.217701
"3900 S IH 35 SB Austin, TX",-97.719495,30.2959588
"N IH 35 SB SVRD and E 8TH ST Austin, TX",-97.7355667,30.2653491
"1704 TOOMEY ROAD Austin, TX",-97.7616522,30.2653691
"500  BLOCK EAST 7TH STREET Austin, TX",-97.7375115,30.2678638
"710 E BEN WHITE BLVD SVRD WB Austin, TX",-97.7540152,30.2210546
"WEST US HIGHWAY 290 and WEST STATE HIGHWAY 71 Austin, TX",-97.8450996,30.2358917
"1301 SHOAL CREEK Austin, TX",-97.7494793,30.2787099
"1301 SHOAL CREEK BOULEVARD Austin, TX",-97.7494793,30.2787099
"2300 SOUTH IH 35 Austin, TX",-97.7424129,30.2335085
"1700 NASH HERNANDEZ SR ROAD Austin, TX",-97.7314553,30.2509201
"700 BLOCK PEDERNALES STREET Austin, TX",-97.7137334,30.2609074
"741 PEDERNALES STREET Austin, TX",-97.7131255,30.2621335
"SOUTH CONGRESS AVENUE and SLAUGHTER LANE Austin, TX",-97.7885265,30.1671859
"517 SOUTH PLEASANT VALLEY ROAD Austin, TX",-97.7139154,30.2460108
"28 CHICON STREET Austin, TX",-97.7277866,30.2509543
"600 BLOCK NORTH I H 35 Austin, TX",-97.7338972,30.2679472
"600 RIVER STREET Austin, TX",-97.7400431,30.2581564
"308 NORTH CENTER Austin, TX",-97.742494,30.361839
"960 WEST RIVERSIDE DRIVE Austin, TX",-97.7559712,30.2642246
"300 BLOCK NATURE CENTER Austin, TX",-97.774875,30.2726775
"1600 BLOCK SOUTH I H 35 Austin, TX",-97.7366528,30.2421381
"6700 BLOCK WEST US HIGHWAY 290 Austin, TX",-97.7350092,30.264931700000002
"1700 W PARMER LN Austin, TX",-97.6895545,30.413383
"WEST 23RD STREET and GUADALUPE STREET Austin, TX",-97.7416445,30.2864338
"RESEARCH BLVD SVRD and W BRAKER LN Austin, TX",-97.7472052,30.4022823
"1400 BLOCK S PLEASANT VALLEY RD Austin, TX",-97.7200854,30.2396709
"NORTH IH 35 SERVICE ROAD AT and EAST 6TH STREET Austin, TX",-97.7355471,30.2653478
"E 6TH ST and N IH 35 NB SVRD Austin, TX",-97.7350274,30.2658909
"WEST BEN WHITE BOULEVARD SERVCIE ROAD and MANCHACA ROAD Austin, TX",-97.7909347,30.2296852
"4901 SOUTH MOPAC EXPRESSWAY Austin, TX",-97.8883304,30.1733851
"WEST BRAKER LANE and NORTH MOPAC EXPRESSWAY SERVICE ROAD Austin, TX",-97.7494864,30.3533066
"RESEARCH BLVD SERVICE ROAD AT and CAPITAL OF TEXAS HIGHWAY Austin, TX",-97.7413634,30.3883116
"SLAUGHTER LANE and SOUTH IH 35 SERVICE ROAD Austin, TX",-97.7894406,30.1568535
"3427 PARKER LANE Austin, TX",-97.7419037,30.2199638
"1700 BLOCK TOOMEY ROAD Austin, TX",-97.7618531,30.2649705
"WEST SH 71 and WEST US HIGHWAY 290 Austin, TX",-97.873891,30.234958
"1100 BLOCK POST OAK STREET Austin, TX",-97.7567971,30.2589212
"7100 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.7052255,30.3325046
"EAST BEN WHITE BOULEVARD  SERVICE ROAD and AT SOUTH CONGRESS AVENUE Austin, TX",-97.7597087,30.2190219
"MANCHACA ROAD AT and WEST BEN WHITE BOULEVARD Austin, TX",-97.7885413,30.229629
"2500 BLOCK FRANCISCO STREET Austin, TX",-97.7120457,30.2637296
"1200 BLOCK NASH HERNANDEZ SENIOR Austin, TX",-97.7354898,30.252444
"7701 COOPER LANE Austin, TX",-97.7923797,30.1863289
"1900 BLOCK BEN WHITE BOULEVARD Austin, TX",-97.7445598,30.2166527
"2000 W BEN WHITE BLVD Austin, TX",-97.7885176,30.2305455
"120 BLOCK SOUTH IH 35 SERVICE ROAD Austin, TX",-97.4547767,31.0528191
"20 BLOCK SOUTH IH 35 SERVICE ROAD Austin, TX",-97.5393866,30.9475252
"10 BLOCK SOUTH IH 35 SERVICE ROAD Austin, TX",-97.5394064,30.9474082
"710 E BEN WHITE BOULEVARD SERVICE ROAD Austin, TX",-97.7540152,30.2210546
"710 EAST BEN WHITE BOULEVARD SERVICE and ROAD Austin, TX",-97.7540622,30.2204643
"SOUTH IH 35 WILLIAM CANNON DRIVE Austin, TX",-97.7708608,30.1907255
"1000 BLOCK WEST RIVERSIDE DRIVE Austin, TX",-97.7559914,30.2642301
"12010 NORTH LAMAR BOULEVARD Austin, TX",-97.6827022,30.3912234
"4100 BLOCK WEST WILLIAM CANNON Austin, TX",-97.8371641,30.2210333
"6900 BLOCK BRODIE LANE Austin, TX",-97.8308463,30.2163545
"2400 BLOCK DURWOOD STREET Austin, TX",-97.7579667,30.2413254
"NORTH LAKE CREEK PARKWAY and SH 45 Austin, TX",-97.7942506,30.476968
"9TH STREET and CONGRESS AVENUE Austin, TX",-97.7417729,30.2708576
"NORTH MOPAC SERVICE ROAD and WEST HOWARD LANE Austin, TX",-97.698809,30.4403595
"10600 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.7348636,30.2648929
"SOUTH I H 35 SERVICE ROAD and SLAUGHTER Austin, TX",-97.793543,30.1565504
"NORTH LAKE CREEK PARKWAY and SH45 Austin, TX",-97.7942506,30.476968
"500 BLOCK COMAL Austin, TX",-97.727003,30.2625474
"1275 NICHELS AVE Austin, TX",-97.8531578,30.2167652
"WEST BEN WHITE BOULEVARD SERVICE ROAD AT and SOUTH 1ST STREET Austin, TX",-97.7745674,30.2261149
"W BEN WHITE BLVD EB SVRD and MANCHACA Austin, TX",-97.7745674,30.2261149
"CAPITAL OF TEXAS HIGHWAY SERVICE ROAD and SOUTH LAMAR BOULEVARD SERVICE ROAD Austin, TX",-97.7949418,30.2369847
"SOUTH LAMAR BOULEVARD SERVICE ROAD and WEST GATE BOULEVARD Austin, TX",-97.7547156,30.2696846
"1098 BARTON HILLS DRIVE Austin, TX",-97.7714342,30.261479
"1000 BLOCK EAST RUNDBERG LANE Austin, TX",-97.6837473,30.355651
"4000 BLOCK SOUTH IH 35 SERVICE ROAD Austin, TX",-97.4799161,31.0190197
"WEST BEN WHITE AT and MANCHACA ROAD Austin, TX",-97.7885413,30.229629
"7800 BLOCK RESEARCH BOULEVARD SERVICE Austin, TX",-97.7250664,30.3735983
"624 EMERALDWOOD STREET Austin, TX",-97.7788475,30.2131902
"SOUTH IH35 AT and WILLIAM CANNON DRIVE Austin, TX",-97.7708608,30.1907255
"1500 BLOCK SOUTH CONGRESS AVENUE Austin, TX",-97.750261,30.2488027
"POND SPRINGS ROAD AT and US HIGHWAY 183 SERVICE ROAD Austin, TX",-97.7729797,30.4389381
"LAKE CREEK PARKWAY and US HIGHWAY 183 Austin, TX",-97.7963499,30.4618923
"500 BLOCK NORTH IH 35  SERVICE ROAD Austin, TX",-97.7355471,30.2653478
"NORTH I 35 EF and EAST CESAR CHAVEZ Austin, TX",-97.6887107,30.6179851
"200 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.5906901,30.8529411
"1100 BLOCK BARTON SPRINGS ROAD Austin, TX",-97.7557045,30.2603334
"EAST 6TH STREET and NORTH IH 35 Austin, TX",-97.7350274,30.2658909
"1800 BLOCK NELMS DRIVE Austin, TX",-97.7642187,30.1928031
"311 ONION STREET Austin, TX",-97.7287781,30.2607737
"417 ONION STREET Austin, TX",-97.7282144,30.2619648
"417 ONRON STREET Austin, TX",-97.7540761,30.248748
"412 COMAL STREET Austin, TX",-97.727264,30.2619079
"400 BLOCK COMAL STREET Austin, TX",-97.7274185,30.2611925
"300 BLOCK COMAL STREET Austin, TX",-97.7281763,30.2607118
"408 COMAL STREET Austin, TX",-97.7274974,30.2620061
"1814 NELMS DRIVE Austin, TX",-97.762152,30.191889
"5700 BLOCK AIRPORT BOULEVARD Austin, TX",-97.7126462,30.3199064
"5700 BLOCK AIRPORT BLVD Austin, TX",-97.7126462,30.3199064
"EAST 6TH STREET and NORTH IH 35 SERVICE ROAD Austin, TX",-97.7334166,30.2651723
"401 COMAL STREET Austin, TX",-97.7274164,30.2611972
"400 BLOCK WEST 4TH STREET Austin, TX",-97.7470238,30.2671855
"2900 BLOCK GUADALUPE STREET Austin, TX",-97.7428798,30.2956473
"400 COMAL STREET Austin, TX",-97.7274185,30.2611925
"400 BLCOK COMAL STREET Austin, TX",-97.7274185,30.2611925
"409 WEST 5TH STREET Austin, TX",-97.7468299,30.2681859
"419 EAST ALPINE ROAD Austin, TX",-97.7580359,30.2249813
"710 BLOCK EAST BEN WHITE BOULEVARD and SERVICE ROAD Austin, TX",-97.7540152,30.2210546
"SOUTH I H 35 SERVICE ROAD and WEST WILLIAM CANNON DRIVE Austin, TX",-97.768718,30.188724
"4318 1/2 WESTGATE BOULEVARD Austin, TX",-97.8400013,30.1815506
"1182 NORTH PLEASANT VALLEY ROAD Austin, TX",-97.7147199,30.2733485
"1501 EAST 5TH STREET Austin, TX",-97.7281434,30.2623896
"700 BLOCK EAST BEN WHITE BOULEVARD Austin, TX",-97.7558123,30.2191783
"500 BLOCK EAST 12TH STREET Austin, TX",-97.7358141,30.2731595
"1000 BLOCK EAST BEN WHITE BOULEVARD Austin, TX",-97.753218,30.2175999
"3600 WAREHOUSE ROW Austin, TX",-97.7563164,30.2236485
"821 WOODWARD ST Austin, TX",-97.7513468,30.224311
"821 WOODWARD STREET Austin, TX",-97.7513468,30.224311
"500 E BEN WHITE SVRD WB Austin, TX",-97.7558575,30.221689
"N IH 35  NB SVRD and E ANDERSON LN EB SVRD Austin, TX",-97.6887107,30.6179851
"SOUTH IH 35 and WEST WILLIAM CANNON DRIVE Austin, TX",-97.7708242,30.1876816
"5500 BLOCK IH 35 Austin, TX",-97.7085976,30.3143301
"3800 BLOCK WOODBURY DRIVE Austin, TX",-97.7602393,30.2246578
"3800 WOODBURY DR Austin, TX",-97.7602393,30.2246578
"1300 E RIVERSIDE DR and IH 35 SVRD NB Austin, TX",-97.7346243,30.2478616
"500 BLOCK E 12TH ST Austin, TX",-97.7358141,30.2731595
"2600 BLOCK GONZALES STREET and (ZARAGOSA PARK) Austin, TX",-97.7115189,30.2616879
"100 BLOCK SOUTH CONGRESS Austin, TX",-97.7458047,30.2602224
"2608 GONZALAS STREET Austin, TX",-97.7115882,30.2616458
"400 BLOCK WEST CESAR CHAVEZ Austin, TX",-97.7486847,30.2648638
"100 S. LAMAR BOULEVARD Austin, TX",-97.7560718,30.2670219
"26 CHICON STREET Austin, TX",-97.727822,30.2509299
"S IH 35 SB SVRD and E RIVERSIDE DR Austin, TX",-97.7445721,30.2564127
"SOUTH IH 35 SERVICE ROAD and EAST STASSNEY LANE Austin, TX",-97.76422,30.200408
"SOUTH IH 35 SERVICE ROAD AT and EAST WILLIAM CANNON DRIVE Austin, TX",-97.768718,30.188724
"100 BLOCK EAST 6TH STREET Austin, TX",-97.7425372,30.2682647
"200 BLOCK EAST 6TH STREET Austin, TX",-97.7411186,30.2678743
"NORTH IH 35 and CESAR CHAVEZ Austin, TX",-97.7367715,30.2612203
"100 BLOCK WEST BEN WHITE BOULEVARD Austin, TX",-97.763915,30.2236304
"5900 BLOCK CAMERON ROAD Austin, TX",-97.7008356,30.3174293
"3800 WOODBURY DRIVE Austin, TX",-97.7602393,30.2246578
"10 CHICON STREET Austin, TX",-97.7280611,30.2507728
"2000 W BEN WHITE BLVD EB Austin, TX",-97.7885176,30.2305455
"2000 BEN WHITE BLVD EB Austin, TX",-97.7462605,30.2155173
"1000 SOUTH CENTER ST Austin, TX",-97.7725931,30.2320335
"1000 SOJTH CENTER ST Austin, TX",-97.7725931,30.2320335
"1000 SOUTH CENTER STREET Austin, TX",-97.7725931,30.2320335
"90 SAN JACINTO Austin, TX",-97.7421751,30.2626644
"100 W BEN WHITE BLVD SVRD EB Austin, TX",-97.763915,30.2236304
"8401 CAMERON ROAD Austin, TX",-97.6810525,30.3398373
"1200 BLOCK SHOAL CREEK BOULEVARD Austin, TX",-97.7498895,30.2764361
"BEN WHITE BOULEVARD AT and MANCHACA ROAD Austin, TX",-97.7885413,30.229629
"BEN WHITE BLVD and MANCHACA RD Austin, TX",-97.7885413,30.229629
"SOUTH IH 35 SERVICE ROAD and W. WILLIAM CANNON DRIVE Austin, TX",-97.8003864,30.200386
"700 ROBERT E LEE ROAD Austin, TX",-97.7430608,30.267153
"2400 BLOCK  DURWOOD STREET Austin, TX",-97.7579667,30.2413254
"7200 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.7047377,30.3333615
"LAMAR BOULEVARD AT and US HIGHWAY 183 SERVICE ROAD Austin, TX",-97.7193966,30.3359901
"2222 REDD ST Austin, TX",-97.7928124,30.2298954
"3900 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.5906901,30.8529411
"3907 NORTH IH 35 Austin, TX",-97.7338972,30.2679472
"3900 BLOCK NORTH IH 35 Austin, TX",-97.7348636,30.2648929
"4900 BLOCK WEST 290 Austin, TX",-97.8572211,30.2355022
"4900 BLOCK WEST US HIGHWAY 290 Austin, TX",-97.7350092,30.264931700000002
"N IH 35 NB SVRD and E 6TH ST Austin, TX",-97.7334166,30.2651723
"ED BLUESTEIN BOULEVARD AT and LOYOLA LANE Austin, TX",-97.6603405,30.3026157
"701 ROBERT E. LEE ROAD Austin, TX",-94.8332784,30.649462
"EAST KOENIG LANE SERVICE ROAD and IH 35 SERVICE ROAD Austin, TX",-97.7088146,30.3203903
"EAST BEN WHITE BOULEVARD SERVICE ROAD and SOUTH IH 35 SERVICE ROAD Austin, TX",-97.7597087,30.2190219
"1800 BLOCK SOUTH  5TH STREET Austin, TX",-97.7623406,30.248701
"1800 S 5TH ST Austin, TX",-97.7623406,30.248701
"2000 BLOCK WEST BEN WHITE Austin, TX",-97.7885176,30.2305455
"2000 BLOCK BEN WHITE Austin, TX",-97.7434817,30.2165765
"1401 FOXTAIL COVE Austin, TX",-97.7782401,30.2619774
"2300 W. BEN WHITE BLVD SVRD Austin, TX",-97.7914251,30.2334001
"MANCHACA and BEN WHITE Austin, TX",-97.7885413,30.229629
"N MOPAC EXPY SB SVRD and LAKE AUSTIN BLVD Austin, TX",-97.7718086,30.2772837
"RUNDBERG LANE and NORTH IH 35 SERVICE ROAD Austin, TX",-97.6885156,30.3596314
"RED RIVER STREET and 6TH STREET Austin, TX",-97.7371869,30.266475
"SOUTH IH 35 SERVICE ROAD AT and WEST WILLIAM CANNON DRIV E Austin, TX",-97.8003864,30.200386
"15TH STREET AT SOUTH I H 35 Austin, TX",-97.7363709,30.2764203
"7800 BLOCK NORTH IH 35 SERVICE ROAD Austin, TX",-97.7006871,30.3404273
"W BEN WHUTE SVRD EB and MANCHACA RD Austin, TX",-97.790138,30.2292105
"W BEN WHITE SVRD EB and MANCHACA RD Austin, TX",-97.790138,30.2292105
"WEST BEN WHITE BOULEVARD SERVICE ROAD AT and MANCHACA ROAD Austin, TX",-97.790138,30.2292105
"1900  BLOCK WEST BEN WHITE BOULEVARD Austin, TX",-97.7867185,30.2296824
"13 COMAL STREET Austin, TX",-97.7312862,30.2522043
"2700 BLOCK METCALFE ROAD Austin, TX",-97.7376658,30.2265252
"2700 BLOCK METCALF Austin, TX",-97.7430608,30.267153
"409 EAST 15TH STREET Austin, TX",-97.7351468,30.2756447
"LEONA STREET Austin, TX",-97.7225242,30.2764512
"W 6TH ST and N LAMAR BLVD Austin, TX",-97.753993500000007,30.2715396
"3700 BLOCK SOUTH 2ND STREET Austin, TX",-97.7700974,30.2306074
"3700 SOUTH 2ND STREET Austin, TX",-97.7700974,30.2306074
"3100 BLOCK GONZALES STREET Austin, TX",-97.706334,30.259097
"AIRPORT BOULVEARD AT and EAST KOENIG LANE Austin, TX",-97.713039,30.3209309
"3600 BLOCK CAPITAL OF TEXAS HIGHWAY Austin, TX",-97.8079471,30.3348212
"3600 BLOCK NORTH CAPITAL OF TEXAS and HIGHWAY Austin, TX",-97.8079471,30.3348212
"4900 BLOCK US HIGHWAY 290 Austin, TX",-96.4689826,30.1784918
"4500 BLOCK US HIGHWAY 290 Austin, TX",-97.0556227,30.1888596
"4500 BLOCK WEST US HIGHWAY 290 Austin, TX",-97.7350092,30.264931700000002
"4900 WEST U S HIGHWAY 290 Austin, TX",-97.6683447,30.3275418
"6600 MCNEIL DRIVE Austin, TX",-97.7552445,30.4390498
"4800 BLOCK MOPAC Austin, TX",-97.7363922,30.3860104
