google_search,lon,lat
"500 San Jacinto Boulevard Austin, TX",-97.7409341,30.2667942
"301 Congress Avenue Austin, TX",-97.7428502,30.265279
"800 East 8th Street Austin, TX",-97.7335121,30.2675049
"607 Trinity Street Austin, TX",-97.7389332,30.2675782
"90 Block Ih 35 Austin, TX",-97.7374827,30.2600768
"404 East 6th Street Austin, TX",-97.7389745,30.2671848
"800 Ih 35 Service Road Austin, TX",-97.5371778,30.9543727
"300 Block East 5th Street Austin, TX",-97.7407565,30.2664461
"400 Block East 6th Street and Trinity Street Austin, TX",-97.74244,30.2873
"600 North Ih 35 Austin, TX",-97.7338972,30.2679472
"East 11th Street At Red River Street Austin, TX",-97.7354479,30.27117
"9th At Red River Austin, TX",-97.736154,30.269303
"700 Neches Austin, TX",-97.7378913,30.267853
"Neches At 6th Street Austin, TX",-97.738247,30.266782
"North Ih 35 Service Road And 7th Street Austin, TX",-97.7370015,30.2618385
"North Ih 35 Service Road Austin, TX",-97.6746481,30.4123266
"East 7th Street And North Ih 35 Service Austin, TX",-97.7113277,30.2608411
"600 Red River Street Austin, TX",-97.7372013,30.2666132
"101 San Jacinto Street Austin, TX",-97.7418612,30.2628365
"300 Block East 4th Street Austin, TX",-97.7402274,30.2655533
"100 Block San Jacinto Austin, TX",-97.7421562,30.2627157
"Red River At 10th Street Austin, TX",-97.7357739,30.270228
"900 Congress Avenue Austin, TX",-97.742222,30.2712128
"9th At Congress Avenue Austin, TX",-97.7417729,30.2708576
"411 East 6th Street Austin, TX",-97.7389331,30.2667272
"7th Street And Red River Street Austin, TX",-97.7368346,30.2674254
"200 Block Of West Cesar Chavez Street Austin, TX",-97.7463986,30.2642597
"600 Ih 35 Service Road Austin, TX",-97.5400244,30.943379
"617 Congress Avenue Austin, TX",-97.7422246,30.268585
"East 7th Street And Neches Street Austin, TX",-97.7379123,30.2677189
"200 Congress Avenue Austin, TX",-97.7445985,30.2648019
"600 Ih 35 North Service Road Austin, TX",-97.6764406,30.3747519
"613 Congress Avenue Austin, TX",-97.7422432,30.2684572
"419 East 6th Street Austin, TX",-97.738701,30.266626
"7th Street At Congress Avanue Austin, TX",-97.7424719,30.268966
"600 Block Ih35 Austin, TX",-97.7350274,30.2658909
"East 8th Street At North Ih 35 Austin, TX",-97.7343556,30.2677242
"North Ih35 At East Cesar Chavez Austin, TX",-97.7367715,30.2612203
"North Ih35 At 4th Street Austin, TX",-97.7357078,30.2640672
"North Ih35 At East 7th Street Austin, TX",-97.7346772,30.2668223
"8th Street At Ih35 Service Road Austin, TX",-97.7347183,30.2683258
"405 West 8th Street Austin, TX",-97.746264300000007,30.2709399
"400 Sabine Street Austin, TX",-97.7367783,30.2643683
"501 East 9th Street Austin, TX",-97.7371944,30.2695941
"211 Comal Street Austin, TX",-97.7274974,30.2594978
"1007 East 7th Street Austin, TX",-97.7318041,30.2656707
"750 Red River Street Austin, TX",-97.7367262,30.2683311
"6th Street At Red River Austin, TX",-97.7371869,30.266475
"1200 Block Waller Creeek Austin, TX",-97.7288774,30.2723435
"10th Street And Brazos Street Austin, TX",-97.7400758,30.2714277
"11th Street And Red River Austin, TX",-97.7354479,30.27117
"East 6th Street At Red River Street Austin, TX",-97.7371869,30.266475
"218 East 6th Street Austin, TX",-97.7405881,30.267749
"900 Block East Cesar Chavez Austin, TX",-97.7352158,30.2611251
"100 Block Congress Avenue Austin, TX",-97.7448532,30.2639807
"East 8th Street And Ih 35 Austin, TX",-97.7343556,30.2677242
"East 7th Street At Neches Street Austin, TX",-97.7379123,30.2677189
"400 Block Red River Street Austin, TX",-97.7378582,30.2646706
"Red River Street At 11th Street Austin, TX",-97.7354479,30.27117
"East 9th Street At Red River Street Austin, TX",-97.736154,30.269303
"800 Bock Red River Street Austin, TX",-97.7365015,30.2683569
"9th Street At Red River Street Austin, TX",-97.736154,30.269303
"300 Block Lavaca Street Austin, TX",-97.746247,30.2659332
"422 East 6th Street Austin, TX",-97.7383814,30.2670286
"East 7th Street At Sabine Street Austin, TX",-97.735844,30.267144299999998
"East 6th Street And Trinity Street Austin, TX",-97.739335,30.267068
"3rd Street At Lavaca Street Austin, TX",-97.7462419,30.2659467
"8th Street At Congress Avenue Austin, TX",-97.7421066,30.2699197
"426 East 6th Street and Trinity Street Austin, TX",-97.7383527,30.2670859
"201 Chalmers Austin, TX",-97.7262325,30.258721
"Trinity Street and 7th Street Austin, TX",-97.7389915,30.2680197
"900 Block West 9th Street Austin, TX",-97.7517193,30.2746975
"301 West 8th Street Austin, TX",-97.7444989,30.2705783
"North Ih35 At Cesar Chavez Street Austin, TX",-97.7367715,30.2612203
"611 Congress Avenue and 6th Street Austin, TX",-97.7422748,30.2684055
"300 Block Brazos Street Austin, TX",-97.7426512,30.2650485
"700 Block Red River Srteet Austin, TX",-97.736955,30.267771
"900 Block Brazos Street Austin, TX",-97.740426,30.2704709
"East 9th Street At Congress Avenue Austin, TX",-97.7417729,30.2708576
"100 Block North Ih35 Austin, TX",-96.7513912,37.9417916
"100 Block North Ih35 Service Road Austin, TX",-96.7513912,37.9417916
"10th Street and Red River Street Austin, TX",-97.7357739,30.270228
"605 Brazos Street Austin, TX",-97.7410422,30.2681716
"222  East 6th Street Austin, TX",-97.7405032,30.2677092
"609 Congress Avenue Austin, TX",-97.7422856,30.2683203
"East 6th Street and Brazos Street Austin, TX",-97.741483,30.2676817
"400 Block East 4th Street Austin, TX",-97.7400271,30.2652412
"900 Block Red River Austin, TX",-97.7364065,30.2696141
"500 Brazos Street Austin, TX",-97.7417425,30.267012
"200 Block South Ih35 Service Road Austin, TX",-97.62579,30.7786567
"39 East Avenue Austin, TX",-97.7389943,30.254937
"East 7th Street and Red River Street Austin, TX",-97.7368346,30.2674254
"4th Street At Congress Avenue Austin, TX",-97.7434879,30.2662006
"Congress Avenue At 6th Street Austin, TX",-97.742813,30.268066
"Red River Street and East 6th Street Austin, TX",-97.7371869,30.266475
"6th Street and Red River Street Austin, TX",-97.7371869,30.266475
"508 East 6th Street Austin, TX",-97.7377236,30.2669107
"515 East 7th Street Austin, TX",-97.7373889,30.267289
"320 East 6th Street Austin, TX",-97.7395692,30.2674455
"200 Block Brazos Street Austin, TX",-97.7428656,30.2639384
"701 Congress Avenue Austin, TX",-97.7419885,30.2690545
"Red River Street And East 7th Street Austin, TX",-97.7368346,30.2674254
"Ih 35 And 7th Street Austin, TX",-97.7346772,30.2668223
"2050 Guadalupe Street Austin, TX",-97.7422709,30.2836055
"East 8th Street And North Ih 35 Austin, TX",-97.7343556,30.2677242
"East 8th Street and North Ih 35 Service Road Austin, TX",-97.7343556,30.2677242
"800 Block North Ih 35 Austin, TX",-97.7051168,30.3154622
"500 Block Ih35 Frontage Road Austin, TX",-97.7353749,30.2654034
"600 Block East 9th Street Austin, TX",-97.7361425,30.2692998
"Trinity At East 7th Street Austin, TX",-97.7389915,30.2680197
"201 East 6th Street Austin, TX",-97.7412883,30.2673268
"East 6th Street And San Jacinto Street Austin, TX",-97.7404847,30.267709
"607 Congress Avenue Austin, TX",-97.7423599,30.2682823
"8th Street and Red River Street Austin, TX",-97.7365015,30.2683569
"11th Streeet At Red River Street Austin, TX",-97.7354479,30.27117
"West 7th Street And Congress Avenue Austin, TX",-97.7424719,30.268966
"919 Congress Avenue Austin, TX",-97.7410761,30.271415
"2500 Block Guadalupe Street Austin, TX",-97.7418505,30.2893227
"400 Block Trinity Street Austin, TX",-97.7400248,30.2652504
"100 Block West 5th Street Austin, TX",-97.743163,30.2671194
"1104 North Ih 35 Service Road Austin, TX",-97.73342,30.27099
"500 Block East 5th Street Austin, TX",-97.738314,30.265959
"100 Block East 4th Street Austin, TX",-97.7433828,30.2662786
"Trinity Street At East 7th Street Austin, TX",-97.7389915,30.2680197
"7th Street And North Ih 35 Austin, TX",-97.7346772,30.2668223
"200 North Ih 35 Service Road Austin, TX",-97.62579,30.7786567
"6th Street At San Jacinto Austin, TX",-97.7404088,30.2673868
"Cummings Street and East Avenue Austin, TX",-97.7388627,30.2554587
"1100 Block East 6th Street Austin, TX",-97.7312949,30.2648498
"1000 Red River Street Austin, TX",-97.7367476,30.2710441
"North Ih 35 Service Road At 6th Street Austin, TX",-97.7355471,30.2653478
"801 Red River Street Austin, TX",-97.7361748,30.2684579
"7th Street At Red River Austin, TX",-97.7368346,30.2674254
"600 Block North Ih35/800 Block East 6th Austin, TX",-97.7341674,30.2656502
"7th Street and Sabine Street Austin, TX",-97.735844,30.267144299999998
"800 Block South Congress Avenue Austin, TX",-97.7477727,30.2547004
"600 Block River Street Austin, TX",-97.7400431,30.2581564
"4 East Avenue Austin, TX",-97.7370851,30.2524682
"98 San Jacinto Boulevard Austin, TX",-97.7417551,30.2615215
"6th Street At North Ih35 Service Road Austin, TX",-97.7352815,30.2657038
"301 East 5th Street Austin, TX",-97.7406942,30.2660184
"Ih35 At Hike And Bike Trail Austin, TX",-97.7559721,30.2643812
"24 Bierce Street Austin, TX",-97.7401658,30.2572804
"8th Street At Brazos Street Austin, TX",-97.74078,30.269532
"600 Block East 11th Street Austin, TX",-97.7354479,30.27117
"700 Block Brazos Street Austin, TX",-97.740588,30.2689272
"1200 Red River Street Austin, TX",-97.7349771,30.272444
"East 7th Street And Ih 35 Austin, TX",-97.7346772,30.2668223
"9th Street At Ih35 Austin, TX",-97.7340122,30.268675000000002
"East 6th Street And Sabine Street Austin, TX",-97.7361797,30.2661836
"3rd Street and Congress Avenue Austin, TX",-97.7438459,30.2652644
"6th Street and San Jacinto Austin, TX",-97.7404088,30.2673868
"2000 Block Guadalupe Austin, TX",-97.7424129,30.2828231
"East 6th Street At Ih 35 Service Road Austin, TX",-97.7334166,30.2651723
"400 Block 6th Street Austin, TX",-97.7466692,30.2696132
"400 Block Guadalupe Street Austin, TX",-97.7460552,30.2698735
"700 East 8th Street Austin, TX",-97.7347532,30.2681613
"East 8th Street At Ih 35 Service Road Austin, TX",-97.7347183,30.2683258
"500 Block Trinitiy Street Austin, TX",-97.7396808,30.2661534
"5th Street and Congress Avenue Austin, TX",-97.743156,30.2671174
"5th Street and Trinity Street Austin, TX",-97.7396842,30.2661442
"8th Street and Congress Avenue Austin, TX",-97.7421066,30.2699197
"East 7th Street and Ih 35 Service Road Austin, TX",-97.735299,30.266895
"East 6th Street and Ih 35 Service Road Austin, TX",-97.7334166,30.2651723
"East 7th Street and Sabine Street Austin, TX",-97.735844,30.267144299999998
"110 East 10th Street Austin, TX",-97.7408011,30.2717467
"400 Block Sabine Street Austin, TX",-97.7367783,30.2643683
"800 Block Guadalupe Street and West 9th Street Austin, TX",-97.74244,30.2873
"800 Block West 8th Street Austin, TX",-97.7490006,30.2720737
"East 7th Street and Trinity Street Austin, TX",-97.7389915,30.2680197
"723 East 6th Street Austin, TX",-97.735309,30.265755
"2100 Block Guadalupe Street Austin, TX",-97.7423149,30.283956
"200 East 6th Street At San Jacinto Austin, TX",-97.7410587,30.2678036
"1000 Brazos Street Austin, TX",-97.7402062,30.2717128
"900 Block Colorado Street Austin, TX",-97.7430733,30.2712323
"500 Brazos At 6th Street Austin, TX",-97.7417425,30.267012
"600 Block San Jacinto Austin, TX",-97.740405,30.2673971
"700  Block Red River Austin, TX",-97.736955,30.267771
"500 East 6th Street Austin, TX",-97.7379995,30.2670512
"East 7th Street At Sabine Austin, TX",-97.735844,30.267144299999998
"600 Trinity Street Austin, TX",-97.7393269,30.2672368
"600 Block Nueces Austin, TX",-97.7485544,30.2698068
"East 6th Street At Congress Austin, TX",-97.742813,30.268066
"500 East 8th Street Austin, TX",-97.7370022,30.2687897
"6th Street and Ih 35 Austin, TX",-97.7350274,30.2658909
"600  Block Neches Street Austin, TX",-97.7381057,30.2668634
"600 Block  Brushy Austin, TX",-97.7335685,30.2654574
"200 Ih 35 Under Bridge Austin, TX",-97.7451698,30.2616901
"1000 Red River Austin, TX",-97.7367476,30.2710441
"1000 East Cesar Chavez Austin, TX",-97.7343077,30.2607302
"300 Block Trinity Austin, TX",-97.7403589,30.2642785
"901 Brushy Street Austin, TX",-97.7331823,30.2663631
"1000 Block Cesar Chavez Austin, TX",-97.7343077,30.2607302
"East 9th Street At Red River Austin, TX",-97.736154,30.269303
"Cesar Chavez At Ih 35 Service Road Austin, TX",-97.7334399,30.259907
"600 Ih 35 Austin, TX",-97.7350274,30.2658909
"700 Trinity Austin, TX",-97.739019,30.2682957
"600 Brazos Street Austin, TX",-97.7413846,30.2679291
"100 Lamar Boulivard At Cesar Chavez Austin, TX",-97.7560409,30.2670837
"300 West Cesar Chavez Street Austin, TX",-97.7469908,30.2641287
"600 Block Trinty Street Austin, TX",-97.7393269,30.2672368
"East 7th Street And Congress Avenue Austin, TX",-97.7424719,30.268966
"East 7th Street And Trinity Street Austin, TX",-97.7389915,30.2680197
"600 Block Of Congress Avenue Austin, TX",-97.7431606,30.2686309
"4th Street and Trinity Street Austin, TX",-97.7400282,30.2652412
"85 Trinity Street Austin, TX",-97.7407578,30.2612894
"11th Street and Red River Austin, TX",-97.7354479,30.27117
"80 Block Trinity Street Austin, TX",-97.7413892,30.262184
"700 North Ih 35 Service Road Austin, TX",-97.5375641,30.9539496
"500 Waller Creek Austin, TX",-97.7309376,30.263522
"600 East 6th Street Austin, TX",-97.7368749,30.2666026
"200 West Ih 35 Service Road Austin, TX",-97.62579,30.7786567
"800 Red River Street Austin, TX",-97.7365015,30.2683569
"703 East 7th Street Austin, TX",-97.735412,30.266777
"1 East Street Austin, TX",-97.737915,30.258916
"East 6th Street At Trinity Street Austin, TX",-97.739335,30.267068
"600 West Cesar Chavez Austin, TX",-97.7503069,30.2655612
"1000 Waller Creek Austin, TX",-97.729585,30.268345
"200 Block East Chavez Austin, TX",-97.7424341,30.2630937
"200 Block West Cesar Chavez Street Austin, TX",-97.7463986,30.2642597
"300 Block East Trinity Street Austin, TX",-97.7403589,30.2642785
"1105 East Cesar Chavez Austin, TX",-97.7334802,30.2599057
"510 West 26th Street Austin, TX",-97.7423068,30.2910019
"607 Trinity Austin, TX",-97.7389332,30.2675782
"600 Block Of Trinity Austin, TX",-97.7393269,30.2672368
"6th At Trinity Austin, TX",-97.739335,30.267068
"2300  Block Guadalupe Street Austin, TX",-97.7419673,30.2866335
"316 East 6th Street Austin, TX",-97.7396969,30.2673986
"500 Block San Jacinto Austin, TX",-97.7409341,30.2667942
"200 West Cesar Chavez Austin, TX",-97.7463986,30.2642597
"800 Block West Cesar Chavez Street Austin, TX",-97.7526626,30.2665637
"900 West Cesar Chavez Austin, TX",-97.7547642,30.2666293
"2316 Guadalupe Street Austin, TX",-97.7419461,30.2868363
"50 Rainey Street Austin, TX",-97.7398577,30.2567229
"204 North Ih 35 Austin, TX",-97.7338972,30.2679472
"6th At Congress Avenue Austin, TX",-97.742813,30.268066
"85 Trinity Austin, TX",-97.7407578,30.2612894
"East 5th Street And Red River Street Austin, TX",-97.7375316,30.2655559
"6th Street At South Congress Avenue Austin, TX",-97.742813,30.268066
"700 North Ih 35 At 7th Street Austin, TX",-97.7346612,30.2668669
"600 Block Congress Avanue Austin, TX",-97.7431606,30.2686309
"600 Congress Boulevard Austin, TX",-97.7431606,30.2686309
"1100 Block East Cesar Chavez Street Austin, TX",-97.7333317,30.2603848
"East 10th Street At Red River Street Austin, TX",-97.7357739,30.270228
"East 6th Street At Trinity Boulevard Austin, TX",-97.739335,30.267068
"3 East Avenue Austin, TX",-97.7370474,30.252451
"200 Block Ih35 Service Road Austin, TX",-97.62579,30.7786567
"100 Block West 7th Street Austin, TX",-97.7424811,30.268969
"East 7th Street At Congress Avenue Austin, TX",-97.7424719,30.268966
"1105 East Cesar Chavez Street Austin, TX",-97.7334802,30.2599057
"908 East Cesar Chavez Street Austin, TX",-97.7348169,30.2608793
"1100 Cesar Chavez Street Austin, TX",-97.756992,30.2689942
"900 East Cesar Chavez Street Austin, TX",-97.7352158,30.2611251
"100 East Cesar Chavez Austin, TX",-97.7445323,30.2633744
"900 Block East Cesar Chavez Street Austin, TX",-97.7352158,30.2611251
"1100 East Cesar Chavez Street Austin, TX",-97.7333317,30.2603848
"Brushy And 6th Street Austin, TX",-97.7335724,30.2654482
"East 6th Street At Brushy Street Austin, TX",-97.7335724,30.2654482
"6th At Neches Austin, TX",-97.738247,30.266782
"East 8th Street At Neches Street Austin, TX",-97.737563,30.268639
"600 Brushy Street Austin, TX",-97.7335685,30.2654574
"500 Block East 12th Street Austin, TX",-97.7358141,30.2731595
"Neches Street and 6th Street Austin, TX",-97.738247,30.266782
"500 East 12th Street Austin, TX",-97.7358141,30.2731595
"5 East 12th Street Austin, TX",-97.7116139,30.2750752
"1301 Shoal Creek Boulevard Austin, TX",-97.7494793,30.2787099
"750 East 8th Street Austin, TX",-97.7345535,30.2680705
"Waller Creek At 8th Street Austin, TX",-97.7281024,30.2943866
"10th Street At Waller Creek Austin, TX",-97.729585,30.268345
"7th Street At Sabine Street Austin, TX",-97.735844,30.267144299999998
"Waller Creek At 7th Street Austin, TX",-97.7281024,30.2943866
"800 East 10th Street Austin, TX",-97.7336762,30.2696247
"East Cesar Chavez  Street At North Ih 35 Austin, TX",-97.7367715,30.2612203
"50 Block Rainey Street Austin, TX",-97.7398577,30.2567229
"311 East 6th Street Austin, TX",-97.7400789,30.2670177
"700 Block East 4th Street Austin, TX",-97.736488,30.264534
"700 Block 4th Street Austin, TX",-97.736488,30.264534
"200 Block East 7th Street Austin, TX",-97.7406632,30.2684847
"414 East 6th Street Austin, TX",-97.7386254,30.2671373
"712 East 6th Street Austin, TX",-97.735353,30.266236
"401 Comal Austin, TX",-97.7274164,30.2611972
"500 Congress Avenue Austin, TX",-97.7434102,30.2673804
"6th At Red River Austin, TX",-97.7371869,30.266475
"5th At Congress Austin, TX",-97.743156,30.2671174
"2nd At Congress Austin, TX",-97.744197,30.26432
"East 11th Street And Red River Street Austin, TX",-97.7354479,30.27117
"500 Block East 4th Street Austin, TX",-97.7384697,30.2650555
"500 East 4th Street Austin, TX",-97.7384697,30.2650555
"615 South Congress Avenue Austin, TX",-97.7470889,30.25534
"Red River Street At 12th Street Austin, TX",-97.7350056,30.272365
"East 7th Street And Red River Street Austin, TX",-97.7368346,30.2674254
"Red River Street and East 12th Street Austin, TX",-97.7350056,30.272365
"East 11th Street and Red River Street Austin, TX",-97.7354479,30.27117
"East 8th Street At Ih35 Austin, TX",-97.7343556,30.2677242
"500 Block Red River Street Austin, TX",-97.7375316,30.2655559
"East 7th Street At Ih35 Service Road Austin, TX",-97.735299,30.266895
"600 Sabine Street Austin, TX",-97.7362596,30.2663927
"600 Waller Creek Austin, TX",-97.7305067,30.26441
"Trinity Street At East 6th Austin, TX",-97.739335,30.267068
"6th At San Jacinto Austin, TX",-97.7404088,30.2673868
"6th Street At Sabine Austin, TX",-97.7361797,30.2661836
"900 Waller Creek Austin, TX",-97.7298169,30.2673714
"6th Street At San Jacinto Street Austin, TX",-97.740155,30.267582
"505 Block East 7th Street Austin, TX",-97.7375539,30.2672791
"7th Street and Red River Street Austin, TX",-97.7368346,30.2674254
"600 Block South Congress Avenue Austin, TX",-97.7477464,30.2561909
"East Cesar Chavez Street and North Ih 35 Austin, TX",-97.7367715,30.2612203
"North Ih 35 Service Road and East Cesar Chavez Street Austin, TX",-97.7370015,30.2618385
"100 Block Red River Street Austin, TX",-97.7389967,30.262267
"East 9th Street And Red River Street Austin, TX",-97.736154,30.269303
"85 Rainey Street Austin, TX",-97.7382435,30.2595233
"7th Street And Ih 35 Service Road Nb Austin, TX",-97.7348667,30.2670875
"211 East 6th Street Austin, TX",-97.7410973,30.267271
"Trinity Street and East 6th Street Austin, TX",-97.739335,30.267068
"40 Block Rainey Street Austin, TX",-97.7401857,30.2563723
"East 6th Street and San Jacinto Boulevard Austin, TX",-97.7404088,30.2673868
"700lock East 7th Street Austin, TX",-97.7349654,30.2674769
"700 Block East 5th Street Austin, TX",-97.7364456,30.265243
"IH 35 35 SVRD NB and CESAR CHAVEZ Austin, TX",-97.7348636,30.2648929
"Pfluger Bridge Austin, TX",-97.7559736,30.2653619
"600 Block East Trinity Street Austin, TX",-97.7393269,30.2672368
"400 Block East 6th Street and Neches Street Austin, TX",-97.7390604,30.2673915
"6th Street At Ih35 Service Road Austin, TX",-97.7352815,30.2657038
"6th Street At North Ih 35 Austin, TX",-97.7350274,30.2658909
"600 Block West Ih 35 Service Road Austin, TX",-97.5400244,30.943379
"East 7th Street and North Ih 35 Service Road Austin, TX",-97.7360551,30.2674008
"600 Block Ih 35 and East 7th Street Austin, TX",-97.7350274,30.2658909
"100 Block North Ih 35 Austin, TX",-97.7051168,30.3154622
"500  BLK E 7TH ST Austin, TX",-97.7375115,30.2678638
"90 Block North Ih 35 Austin, TX",-97.7338972,30.2679472
"6th Street and North Ih 35 Austin, TX",-97.7350274,30.2658909
"Ih 35 and Cesar Chavez Street Austin, TX",-97.7367715,30.2612203
"East Cesar Chavez Street and North Ih 35 Service Road Austin, TX",-97.7334399,30.259907
"Brazos Street At 6th Street Austin, TX",-97.741483,30.2676817
"East 7th Street At North Ih 35 Austin, TX",-97.7346772,30.2668223
"East Cesar Chavez At North Ih 35 Sr Austin, TX",-97.7367715,30.2612203
"6th Street and Cesar Chavez Street Austin, TX",-97.7334166,30.2651723
"6th Street At Ih 35 Austin, TX",-97.7350274,30.2658909
"2600 GUADALUPE STREET Austin, TX",-97.7418188,30.2907397
"6th Street and Trinity Street Austin, TX",-97.739335,30.267068
"Congress Avenue And East 7th Street Austin, TX",-97.7424719,30.268966
"South 2nd Street Austin, TX",-97.7608918,30.241765
"200 Block West 3rd Street Austin, TX",-97.7451964,30.2656424
"Brazos Street And 6th Street Austin, TX",-97.741483,30.2676817
"Red River Street And East 8th Street Austin, TX",-97.7365015,30.2683569
"650 Neches Street Austin, TX",-97.7380878,30.2672474
"311 Block East 6th Street Austin, TX",-97.7400789,30.2670177
"2000 Block East 6th Street Austin, TX",-97.7210484,30.261491
"200 Block North Congress Avenue Austin, TX",-97.7445985,30.2648019
"2nd Street And San Jacinto Boulevard Austin, TX",-97.7424309,30.2635287
"900 Block West Cesar Chavez Street Austin, TX",-97.7547642,30.2666293
"4th Street And Sabine Street Austin, TX",-97.7367816,30.2643595
"East Cesar Chavez Street And North Ih 35 Austin, TX",-97.7367715,30.2612203
"East Cesar Chavez Street And Red River Austin, TX",-97.7388119,30.261806
"90 Block North Ih 35 Service Road Austin, TX",-97.7338972,30.2679472
"East 6th Street At Ih 35 Austin, TX",-97.7350274,30.2658909
"Ih 35 At East 6th Street Austin, TX",-97.7350274,30.2658909
"700 East Cesar Chavez Austin, TX",-97.7375406,30.2615526
"East 8th At Trinity Austin, TX",-97.7386623,30.2689601
"100 North Ih 35 Service Road Austin, TX",-97.7430608,30.267153
"Ih 35 And East 7th Street Austin, TX",-97.7346772,30.2668223
"North Ih 35 Service Road At Cesar Chavez Austin, TX",-97.5906901,30.8529411
"619 North Ih 35 Service Road Austin, TX",-97.7336238,30.2661945
"900 East 6th Street Austin, TX",-97.7333105,30.2655593
"East 6th Street And North Ih 35 Austin, TX",-97.7350274,30.2658909
"401 Congress Avenue Austin, TX",-97.7430419,30.2667475
"300 BLK E 6TH ST Austin, TX",-97.740155,30.267582
"611 East 6th Street Austin, TX",-97.736813,30.265881
"2300 BLOCK GUADALUPE Austin, TX",-97.7419673,30.2866335
"East 6th Street At North Ih 35 Service Austin, TX",-97.7355471,30.2653478
"900 East 7th Street Austin, TX",-97.7330347,30.2665385
"North Ih 35 At East 7th Street Austin, TX",-97.7346772,30.2668223
"North Ih 35 And East 8th Street Austin, TX",-97.7343556,30.2677242
"East 8th Street And North  Ih 35 Austin, TX",-97.7343556,30.2677242
"700 Block East Cesar Chavez Street Austin, TX",-97.7375406,30.2615526
"East 7th Street And North Ih 35 Austin, TX",-97.7346772,30.2668223
"Cesar Chavez And North Ih 35 Austin, TX",-97.7367715,30.2612203
"7th Street And Ih 35 Austin, TX",-97.7346772,30.2668223
"North Ih 35 Service Road At East 8th Str Austin, TX",-97.6977607,30.3444048
"North Ih 35 Service Road At East Cesar C Austin, TX",-97.5906901,30.8529411
"8th Street At Ih 35 Service Road Austin, TX",-97.7347183,30.2683258
"NA and 700 East Cesar Chavez Austin, TX",-97.7288984,30.2585714
"406 East 6th Street Austin, TX",-97.7388906,30.2671776
"416 East 6th Street Austin, TX",-97.738583,30.2671398
"Congress Avenue And East 2nd Street Austin, TX",-97.744197,30.26432
"6th Street At Ih 35 Service Road Austin, TX",-97.7352815,30.2657038
"Cesar Chavez Street And Ih 35 Austin, TX",-97.7367715,30.2612203
"East 6th Street And Ih 35 Austin, TX",-97.7350274,30.2658909
"303 East 6th Street Austin, TX",-97.7402998,30.2671311
"Neches Street And 6th Street Austin, TX",-97.738247,30.266782
"2500  E RIVERSIDE DR Austin, TX",-97.7235728,30.2353659
"North Ih And East 8th Street Austin, TX",-97.7392216,30.2692419
"703 West 2nd Street Austin, TX",-97.7503689,30.2657605
"600  CONGRESS AVE Austin, TX",-97.7431606,30.2686309
"702 West 2nd Street Austin, TX",-97.7501056,30.2662835
"200  E 5TH ST Austin, TX",-97.7418369,30.266756
"600 Block North Ih Service Road Austin, TX",-97.7338972,30.2679472
"522 East 6th Street Austin, TX",-97.7373629,30.2668201
"300  W 3RD ST Austin, TX",-97.7556063,30.2693503
"North Ih 35 And East 6th Street Austin, TX",-97.7350274,30.2658909
"700  700 RED RIVER ST Austin, TX",-97.736955,30.267771
"400  CONGRESS Austin, TX",-97.7438558,30.2664806
"East 8th Street And Neches Street Austin, TX",-97.737563,30.268639
"700  E 6TH ST Austin, TX",-97.7358631,30.2663066
"700  NECHES ST Austin, TX",-97.7378913,30.267853
"500  TRINITY ST Austin, TX",-97.7396808,30.2661534
"North Ih 35 And Cesar Chavez Street Austin, TX",-97.7367715,30.2612203
"IH 35 and E CESAR CHAVEZ Austin, TX",-97.7367715,30.2612203
"100  N IH 35 SVRD SB Austin, TX",-97.7370034,30.2618337
"North Ih 35 And East Cesar Chavez Street Austin, TX",-97.7367715,30.2612203
"408 Block Brazos Street Austin, TX",-97.7421295,30.2664878
"100 Block Ih 35 Austin, TX",-96.7513912,37.9417916
"800 Block Cesar Chavez Street Austin, TX",-97.7526626,30.2665637
"400  E 6TH ST S ALLEY Austin, TX",-97.7390604,30.2673915
"700 Block East 6th Street And Ih 35 Austin, TX",-97.7358631,30.2663066
"800 East Cesar Chavez Austin, TX",-97.7357813,30.2610208
"800 East Cesar Chavez Street Austin, TX",-97.7357813,30.2610208
"900 Cesar Chavez Street Austin, TX",-97.7352158,30.2611251
"100 North Ih 35 Austin, TX",-97.7370015,30.2618385
"100 North I H 35 Austin, TX",-97.7370015,30.2618385
"100 Block North I H 35 Austin, TX",-97.7051168,30.3154622
"800 Block East Cesar Chavez Austin, TX",-97.7357813,30.2610208
"800 Block Waller Street Austin, TX",-97.7300659,30.266405
"209 East 6th Street Austin, TX",-97.7411822,30.2672659
"South Ih 35 And East 7th Street Austin, TX",-97.7346772,30.2668223
"Cesar Chavez Street And North Ih 35 Austin, TX",-97.7367715,30.2612203
"East 6th Street At Ih35 Austin, TX",-97.7350274,30.2658909
"Ih35 Service Road At East 8th Street Austin, TX",-97.737438,30.268333
"750 Block East 8th Street Austin, TX",-97.7345535,30.2680705
"6th Street At North Ih35 Austin, TX",-97.7350274,30.2658909
"750 Block East 6th Street Austin, TX",-97.7350795,30.2663236
"8th Street At Ih35 Austin, TX",-97.7343556,30.2677242
"Ih35 Service Road At East 6th Street Austin, TX",-97.7334166,30.2651723
"800 Block North Ih35 Service Road Austin, TX",-97.7068655,30.3268752
"East 7th Street At Ih 35 Austin, TX",-97.7346772,30.2668223
"East Cesar Chavez And Ih 35 Austin, TX",-97.7367715,30.2612203
